Date,VLO,Crude1,WTI_Midland,Brent,RBOB,ULSD,OPEC_Basket,S_P
3/5/2019,79.372803,56.56,-0.46,65.86,1.7674,2.0164,64.98,2791.5
3/6/2019,79.56842,56.22,-0.3,65.99,1.789,2.0162,65.04,2771.4
3/7/2019,78.825066,56.66,-0.15,66.3,1.8054,2.0127,65.57,2750
3/8/2019,78.003464,56.07,-0.11,65.74,1.8017,1.9998,64.78,2747
3/11/2019,81.651779,56.79,-0.01,66.58,1.826,1.9942,66.01,2784
3/12/2019,82.013672,56.87,-0.07,66.67,1.8155,1.9857,66.3,2792.1
3/13/2019,82.375572,58.26,-0.17,67.55,1.8568,1.9921,66.6,2814.5
3/14/2019,83.079803,58.61,-0.2,67.23,1.8495,1.9849,67.29,2807.3
3/15/2019,83.216736,58.52,-0.22,67.16,1.8577,1.9677,66.91,2811.89
3/18/2019,84.850159,59.09,-0.27,67.54,1.8828,1.969,66.87,2840.6
3/19/2019,84.537163,59.03,-0.26,67.61,1.8931,1.9904,67.25,2836.5
3/20/2019,84.546951,59.83,-0.31,68.5,1.9166,2.0081,67.54,2827
3/21/2019,84.488258,59.98,-0.36,67.86,1.9203,1.9871,67.78,2862.6
3/22/2019,82.776588,59.04,-0.36,67.03,1.9259,1.9659,66.67,2810.7
3/25/2019,83.607979,58.82,-0.33,67.21,1.9379,1.9804,66.19,2807
3/26/2019,85.094681,59.94,-0.41,67.97,1.9557,1.9899,67.03,2823
3/27/2019,84.136147,59.41,-0.41,67.83,1.8955,1.9806,67.15,2810.5
3/28/2019,82.972206,59.3,-0.38,67.82,1.8799,1.972,66.38,2821
3/29/2019,82.972206,60.14,-0.36,67.58,1.8956,1.9734,67.23,2837.8
4/1/2019,84.537163,61.59,-0.34,69.01,1.8989,1.9881,68.31,2870.5
4/2/2019,82.600525,62.58,-0.34,69.37,1.9285,2.0089,68.83,2867.1
4/3/2019,82.414688,62.46,-1.06,69.31,1.9512,2.0068,69.12,2879.8
4/4/2019,82.502716,62.1,-1.17,69.4,1.9399,2.0134,68.76,2882.7
4/5/2019,84.791481,63.08,-1.37,70.34,1.9687,2.0424,69.02,2896
4/8/2019,84.312202,64.4,-1.55,71.1,1.988,2.0571,70.33,2898.3
4/9/2019,83.246078,63.98,-2,70.61,1.999,2.0449,70.35,2882.6
4/10/2019,86.49337,64.61,-2.55,71.73,2.0692,2.0876,70.31,2894.5
4/11/2019,87.090012,63.58,-3.16,70.83,2.0309,2.0672,70.41,2891.8
4/12/2019,86.473808,63.89,-3.23,71.55,2.037,2.0707,70.44,2912.5
4/15/2019,85.730453,63.4,-2.99,71.18,2.0118,2.061,70.21,2909.5
4/16/2019,86.38578,64.05,-3.12,71.72,2.0317,2.0822,70.11,2911.4
4/17/2019,87.461685,63.76,-3.42,71.62,2.0418,2.0692,70.81,2900.4
4/18/2019,86.111908,64,-3.29,71.97,2.0722,2.0709,70.83,2909.9
4/22/2019,89.153801,65.7,-3.29,74.04,2.1298,2.104,72.44,2912.6
4/23/2019,88.302849,66.3,-3.3,74.51,2.1316,2.118,73.37,2938.1
4/24/2019,85.808701,65.89,-3.44,74.57,2.1285,2.0987,73.43,2930.8
4/26/2019,88.107231,63.3,-3.67,72.15,2.1006,2.0512,72.38,2941.5
4/29/2019,87.637741,63.5,-3.68,72.04,2.0828,2.0549,71.07,2942.9
4/30/2019,88.67453,63.91,-3.68,72.06,2.1232,2.0812,71.91,2948.5
5/1/2019,87.804024,63.6,-3.7,72.18,2.0642,2.0942,72,2923.1
5/2/2019,86.317307,61.81,-3.7,70.75,2.0183,2.0778,70.98,2917.6
5/3/2019,86.503151,61.94,-2.98,70.85,2.0265,2.0702,70.61,2947.6
5/6/2019,84.498047,62.25,-3.1,71.24,1.9966,2.0676,70.23,2932.4
5/7/2019,82.512505,61.4,-3.72,69.88,1.9487,2.0376,70.45,2890.8
5/8/2019,80.595428,62.12,-3.81,70.37,1.975,2.0562,69.88,2887.2
5/9/2019,79.949883,61.7,-3.7,70.39,1.9754,2.0436,69.66,2872.7
5/10/2019,81.896301,61.66,-3.3,70.62,1.9891,2.0504,70.66,2886.9
5/13/2019,79.627113,61.04,-3.25,70.23,1.9637,2.0384,71.21,2807.1
5/14/2019,82.05024,61.78,-3.38,71.24,1.9767,2.0589,70.66,2839.2
5/15/2019,82.45575,62.02,-3.21,71.77,2.0127,2.0863,71.26,2855
5/16/2019,84.532715,62.87,-3.21,72.62,2.0618,2.1232,72.61,2878.6
5/17/2019,82.792015,62.76,-3.04,72.21,2.0473,2.0955,72.57,2862
5/20/2019,81.179893,63.1,-2.9,71.97,2.0099,2.0736,72.47,2843.9
5/21/2019,81.565613,62.99,-2.8,72.18,2.0193,2.0794,71.71,2866.1
5/22/2019,79.468864,61.42,-2.63,70.99,1.9912,2.0491,71.03,2857.4
5/23/2019,74.583038,57.91,-2.68,67.76,1.9133,1.9624,68.56,2819.4
5/24/2019,75.384155,58.63,-2.53,68.69,1.9345,1.9713,67.4,2831.8
5/28/2019,74.266541,59.14,-2.47,70.11,1.9567,1.9925,68.84,2805.1
5/29/2019,74.03907,58.81,-2.51,69.45,1.9452,1.9675,67.75,2780.1
5/30/2019,72.070892,56.59,-2.53,66.87,1.8786,1.915,67.1,2790.4
5/31/2019,69.627975,53.5,-2.54,61.99,1.802,1.8418,64.15,2752.6
6/3/2019,71.210434,53.25,-2.55,61.28,1.7413,1.8065,61.61,2749.6
6/4/2019,73.040138,53.48,-2.55,61.97,1.7242,1.8215,61.63,2804.9
6/5/2019,72.337929,51.68,-0.32,60.63,1.6928,1.78,61.04,2827.7
6/6/2019,73.653343,52.59,-0.27,61.67,1.7076,1.7883,60.88,2845.7
6/7/2019,73.9105,53.99,-0.37,63.29,1.7389,1.8248,62.71,2874.9
6/10/2019,75.028099,53.26,-0.39,62.29,1.7303,1.8063,63.01,2889.2
6/11/2019,75.522621,53.27,-0.51,62.29,1.7563,1.8221,62.56,2886.9
6/12/2019,75.661079,51.14,-0.57,59.97,1.6861,1.7799,61.01,2881
6/13/2019,76.41275,52.28,-0.6,61.31,1.7199,1.8066,61.51,2894.4
6/14/2019,75.918236,52.51,-0.59,62.01,1.7325,1.8294,61.25,2890.6
6/17/2019,76.086365,51.93,-0.57,60.94,1.6908,1.7995,61.6,2891.9
6/18/2019,76.946831,53.9,-0.49,62.14,1.7214,1.8278,61.43,2921.7
6/19/2019,77.302879,53.76,-0.52,61.82,1.7355,1.8294,62.21,2929.1
6/20/2019,78.875443,56.65,-0.54,64.45,1.7863,1.8843,63.95,2955.7
6/21/2019,81.011757,57.43,-0.53,65.2,1.8561,1.9158,65.29,2950.6
6/24/2019,79.874367,57.9,-0.53,64.86,1.8549,1.9089,65.05,2952.1
6/25/2019,80.734825,57.83,-0.55,65.05,1.8772,1.9234,64.79,2922.1
6/26/2019,83.998634,59.38,-0.63,66.49,1.9704,1.9713,65.6,2917.9
6/27/2019,83.009605,59.43,-0.6,66.55,1.9466,1.9525,65.61,2930.9
6/28/2019,84.671181,58.47,-0.57,64.74,1.9425,1.9446,65.6,2944.2
